Unnamed: 0,PMCID,sentence_id,text,start_char_pos,end_char_pos,section,CONSORT_Item,section.1,Prediction
238,PMC4213545,S239,"In light of the caveats inherent in combination versus monotherapy trials, as well as the recognition that patients may experience advantages with combination therapy that are not readily measurable by certain outcome criteria, it is reasonable to conclude that the improvements in lung function and symptoms observed with the aclidinium/formoterol FDCs over each monotherapy in this trial may have clinical benefits for the moderate to severe COPD patient.",43538,43995,['Discussion'],['22'],Discussion,['0']
239,PMC4213545,S240,"Due to the circadian nature of cholinergic tone, more impaired lung function is observed in the evening versus daytime in patients with COPD [35].",44002,44148,['Discussion'],['0'],Discussion,['0']
240,PMC4213545,S241,"This in turn may be related to the prevalence of sleep disturbance in a majority of patients with COPD [36,37], as well as reports of nighttime and early morning being the worst times of day for COPD patients due to breathlessness and other symptoms [38].",44149,44404,['Discussion'],['0'],Discussion,['0']
241,PMC4213545,S242,"Twice-daily aclidinium has been shown to significantly improve lung function at night compared with once-daily tiotropium [8], while other twice-daily COPD medications, including formoterol, reportedly improve nighttime symptoms [39-42].",44405,44642,['Discussion'],['0'],Discussion,['0']
242,PMC4213545,S243,"In the trial reported here, aclidinium/formoterol FDCs significantly reduced both nighttime and early morning symptoms compared with placebo—measured by the newly developed NiSCI and EMSCI patient reported outcome measures—while treatment with the monotherapy components generally did not reach statistical significance in these outcomes.",44643,44981,['Discussion'],['0'],Discussion,['0']
243,PMC4213545,S244,The disparity between nighttime symptoms outcomes with aclidinium monotherapy in this trial with those in a previously conducted study [43] could be due to the manner in which nighttime symptoms were evaluated as both the NiSCI and the EMSCI are currently undergoing empirical testing.,44982,45267,['Discussion'],['22'],Discussion,['0']
244,PMC4213545,S245,"As the current study demonstrated that aclidinium/formoterol administered in the morning significantly improves bronchodilation as rapidly as 5 minutes postdose, the evening dose of this twice-daily treatment may also alleviate impaired airflow at night and reduce breathlessness, potentially providing the added benefit of improving COPD symptoms when they are at their worst.",45274,45651,['Discussion'],['22'],Discussion,['0']
245,PMC4213545,S246,Further analyses are necessary to correlate the clinically meaningful treatment effect of the aclidinium/formoterol FDCs on lung function with the positive effects on COPD symptoms.,45652,45833,['Discussion'],['0'],Discussion,['0']
246,PMC4213545,S247,Conclusions,45850,45861,['Conclusions'],['0'],Conclusions,['0']
247,PMC4213545,S248,The spirometric and clinical outcomes from this study demonstrate the sustained and improved efficacy of a fixed-dose combination of aclidinium 400 μg/formoterol 12 μg over its monotherapy components.,45868,46068,['Conclusions'],['22'],Conclusions,['0']
248,PMC4213545,S249,"With a safety profile generally similar to the aclidinium and formoterol monotherapies, the results reported here support the use of an aclidinium/formoterol FDC as maintenance treatment for patients with moderate to severe COPD.",46069,46298,['Conclusions'],['22'],Conclusions,['0']
249,PMC4213545,S250,Back matter,46308,46319,['Back matter'],['0'],Back matter,['0']
250,PMC4213545,S251,Additional file,46347,46362,['Back matter'],['0'],Back matter,['0']
251,PMC4213545,S252,Additional file 1: Table S1.,46389,46417,['Back matter'],['0'],Back matter,['0']
252,PMC4213545,S253,Schedule of Evaluations.,46435,46459,['Back matter'],['0'],Back matter,['0']
253,PMC4213545,S254,Figure S1.,46460,46470,['Back matter'],['0'],Back matter,['0']
254,PMC4213545,S255,Change from baseline in FEV1 by timepoint at week 24.,46471,46524,['Back matter'],['0'],Back matter,['0']
255,PMC4213545,S256,This analysis was conducted in a subset of patients from the ITT population who participated in the 12-hour serial spirometry substudy.,46525,46660,['Back matter'],['0'],Back matter,['0']
256,PMC4213545,S257,"ACL400/FOR12 FDC, fixed-dose combination of aclidinium 400 μg and formoterol 12 μg; ACL400/FOR6 FDC, fixed-dose combination of aclidinium 400 μg and formoterol 6 μg; FEV1, forced expiratory volume in 1 second; ITT, intention-to-treat; LS, least square.",46661,46913,['Back matter'],['0'],Back matter,['0']
257,PMC4213545,S258,Abbreviations,46955,46968,['Back matter'],['0'],Back matter,['0']
258,PMC4213545,S259,AE,47008,47010,['Back matter'],['0'],Back matter,['0']
259,PMC4213545,S260,Adverse event,47038,47051,['Back matter'],['0'],Back matter,['0']
260,PMC4213545,S261,ACL,47099,47102,['Back matter'],['0'],Back matter,['0']
261,PMC4213545,S262,Aclidinium,47130,47140,['Back matter'],['0'],Back matter,['0']
262,PMC4213545,S263,BDI,47188,47191,['Back matter'],['0'],Back matter,['0']
263,PMC4213545,S264,Baseline dyspnea index,47219,47241,['Back matter'],['0'],Back matter,['0']
264,PMC4213545,S265,BID,47289,47292,['Back matter'],['0'],Back matter,['0']
265,PMC4213545,S266,Twice daily,47320,47331,['Back matter'],['0'],Back matter,['0']
266,PMC4213545,S267,COPD,47379,47383,['Back matter'],['0'],Back matter,['0']
267,PMC4213545,S268,Chronic obstructive pulmonary disease,47411,47448,['Back matter'],['0'],Back matter,['0']
268,PMC4213545,S269,CV,47496,47498,['Back matter'],['0'],Back matter,['0']
269,PMC4213545,S270,Cardiovascular,47526,47540,['Back matter'],['0'],Back matter,['0']
270,PMC4213545,S271,ECG,47588,47591,['Back matter'],['0'],Back matter,['0']
271,PMC4213545,S272,Electrocardiogram,47619,47636,['Back matter'],['0'],Back matter,['0']
272,PMC4213545,S273,EMSCI,47684,47689,['Back matter'],['0'],Back matter,['0']
273,PMC4213545,S274,Early morning symptoms of COPD instrument,47717,47758,['Back matter'],['0'],Back matter,['0']
274,PMC4213545,S275,EXACT-RS,47806,47814,['Back matter'],['0'],Back matter,['0']
275,PMC4213545,S276,EXAcerbations of Chronic pulmonary disease Tool – Respiratory Symptoms,47842,47912,['Back matter'],['0'],Back matter,['0']
276,PMC4213545,S277,FDC,47960,47963,['Back matter'],['0'],Back matter,['0']
277,PMC4213545,S278,Fixed-dose combination,47991,48013,['Back matter'],['0'],Back matter,['0']
278,PMC4213545,S279,FEV1,48061,48065,['Back matter'],['0'],Back matter,['0']
279,PMC4213545,S280,Forced expiratory volume in 1 second,48093,48129,['Back matter'],['0'],Back matter,['0']
280,PMC4213545,S281,FOR,48177,48180,['Back matter'],['0'],Back matter,['0']
281,PMC4213545,S282,Formoterol,48208,48218,['Back matter'],['0'],Back matter,['0']
282,PMC4213545,S283,FVC,48266,48269,['Back matter'],['0'],Back matter,['0']
283,PMC4213545,S284,Forced vital capacity,48297,48318,['Back matter'],['0'],Back matter,['0']
284,PMC4213545,S285,ICS,48366,48369,['Back matter'],['0'],Back matter,['0']
285,PMC4213545,S286,Inhaled corticosteroids,48397,48420,['Back matter'],['0'],Back matter,['0']
286,PMC4213545,S287,ITT,48468,48471,['Back matter'],['0'],Back matter,['0']
287,PMC4213545,S288,Intention-to-treat,48499,48517,['Back matter'],['0'],Back matter,['0']
288,PMC4213545,S289,LABA,48565,48569,['Back matter'],['0'],Back matter,['0']
289,PMC4213545,S290,Long-acting β2-agonist,48597,48619,['Back matter'],['0'],Back matter,['0']
290,PMC4213545,S291,LAMA,48667,48671,['Back matter'],['0'],Back matter,['0']
291,PMC4213545,S292,Long-acting muscarinic antagonist,48699,48732,['Back matter'],['0'],Back matter,['0']
292,PMC4213545,S293,LS,48780,48782,['Back matter'],['0'],Back matter,['0']
293,PMC4213545,S294,Least square,48810,48822,['Back matter'],['0'],Back matter,['0']
294,PMC4213545,S295,MACE,48870,48874,['Back matter'],['0'],Back matter,['0']
295,PMC4213545,S296,Major adverse cardiovascular events,48902,48937,['Back matter'],['0'],Back matter,['0']
296,PMC4213545,S297,MCID,48985,48989,['Back matter'],['0'],Back matter,['0']
297,PMC4213545,S298,Minimal clinically important difference,49017,49056,['Back matter'],['0'],Back matter,['0']
298,PMC4213545,S299,MedDRA,49104,49110,['Back matter'],['0'],Back matter,['0']
299,PMC4213545,S300,Medical dictionary for regulatory activities,49138,49182,['Back matter'],['0'],Back matter,['0']
300,PMC4213545,S301,MI,49230,49232,['Back matter'],['0'],Back matter,['0']
301,PMC4213545,S302,Myocardial infarction,49260,49281,['Back matter'],['0'],Back matter,['0']
302,PMC4213545,S303,MMRM,49329,49333,['Back matter'],['0'],Back matter,['0']
303,PMC4213545,S304,Mixed model for repeated measures,49361,49394,['Back matter'],['0'],Back matter,['0']
304,PMC4213545,S305,NiSCI,49442,49447,['Back matter'],['0'],Back matter,['0']
305,PMC4213545,S306,Nighttime Symptoms of COPD Instrument,49475,49512,['Back matter'],['0'],Back matter,['0']
306,PMC4213545,S307,SAE,49560,49563,['Back matter'],['0'],Back matter,['0']
307,PMC4213545,S308,Serious adverse event,49591,49612,['Back matter'],['0'],Back matter,['0']
308,PMC4213545,S309,SGRQ,49660,49664,['Back matter'],['0'],Back matter,['0']
309,PMC4213545,S310,St. George’s respiratory questionnaire,49692,49730,['Back matter'],['0'],Back matter,['0']
310,PMC4213545,S311,TDI,49778,49781,['Back matter'],['0'],Back matter,['0']
311,PMC4213545,S312,Transition dyspnea index,49809,49833,['Back matter'],['0'],Back matter,['0']
312,PMC4213545,S313,"Anthony D D’Urzo, Stephen I Rennard, Edward M Kerwin, Victor Mergel, Anne R Leselbaum and Cynthia F Caracta contributed equally to this work.",49895,50036,['Back matter'],['0'],Back matter,['0']
313,PMC4213545,S314,Competing interests,50070,50089,['Back matter'],['0'],Back matter,['0']
314,PMC4213545,S315,"AD has received research, consulting, and lecturing fees from Forest Laboratories, GlaxoSmith Kline, Sepracor, Merck Canada, Schering Plough, Novartis Canada/USA, Altana, Boehringer Ingelheim Canada, Methapharm, Pfizer Canada, AstraZeneca, Skye Pharma, Ono Pharma, and Kos Pharmaceuticals.",50107,50396,['Back matter'],['0'],Back matter,['0']
315,PMC4213545,S316,"SR has served as a consultant or participated in advisory boards for ABIM, Able Associates, Adelphi Research, Almirall, APT, Aradigm, Argenta, AstraZeneca, BI (ACCP), Biostrategies, BoomCom, Britnall and Nicolini, Capital Research, Chiesi, Clinical Advisors, CommonHealth, Complete Medical Group, Consult Complete, COPDForum, DataMonitor, Decision Resources, Defined Health, Dey, Dunn Group, Easton Associates, Enterprise Analysis, Equinox, Forest, Fulcrum, Gerson Lehman, GSK, Guidepoint, Hoffman LaRoche, IMS, Informed, Inspire, Insyght, KOL Connection, Leerink Swan, M. Pankove, MDRx Financial, MedaCorp, Medimmune, Mpex, Novartis, Nycomed, Oriel, Otsuka, Pearl, Pennside Partners, Pfizer, Pharma Ventures, Pharmaxis, Pick Research, Prescott, Price Waterhouse, Propagate, Pulmatrix, Pulmonary Reviews, Quadrant, Reckner Associates, Recruiting Resource, Reviews and Trends in COPD/Convergent Health Solutions, Roche, Sacoor, Schering, Schlesinger Medical, Scimed, Smith Research, Sudler and Hennessey, Talecris, Theravance, UBC, Uptake Medical, and Vantage Point.",50397,51462,['Back matter'],['0'],Back matter,['0']
316,PMC4213545,S317,"He has received lecture fees from AAAAI, Am Col Osteopathic Physicians, Asan Medical Center, ATS, AstraZeneca, California Soc Allergy, Convergent Health Solutions for Reviews and Trends in COPD, COPDFoundation, Creative Educational Concepts, Dey, Duke, France Foundation, Information TV, University of California-Los Angeles, Network for Continuing Education, Novartis, Nycomed, Otsuka, Pfizer, Sarasota Mem Hospital, Spanish Thoracic Society, University of Washington, University of Alabama-Birmingham, University of Pittsburgh, University of British Columbia, University of California-Davis, VA Sioux Falls.",51463,52072,['Back matter'],['0'],Back matter,['0']
317,PMC4213545,S318,"He has received industry-sponsored grants from AstraZeneca, Biomarck, Centocor, GlaxoSmithKline, Mpex, Nabi, Novartis, Otsuka, and Pfizer.",52073,52211,['Back matter'],['0'],Back matter,['0']
318,PMC4213545,S319,"Peter M.A. Calverley has given presentations at symposia sponsored by Astra Zeneca, Boehringer, GlaxoSmithKline, and Nycomed, and has received fees for advising Astra Zeneca, Boehringer, GlaxoSmithKline, Novartis, and Nycomed. Shawn X. Sun, Stavros Tourkodimitris, and Paul Rowe are employees of Forest Research Institute, Inc. Udo M. Goehring and Dirk Bredenbröker are employees of Takeda Pharmaceuticals International GmbH.",52212,52637,['Back matter'],['0'],Back matter,['0']
319,PMC4213545,S320,"EK has served on advisory boards, speaker panels, or received travel reimbursement with AstraZeneca, Forest, Ironwood, Merck, Mylan, Novartis, Pearl, Pfizer, Sanofi Aventis, Sunovion, Targacept, and Theravance; EK has also conducted multicenter clinical research trials for approximately 70 pharmaceutical companies, including Forest Laboratories and Almirall, S.A. VM is an employee of Forest Laboratories, LLC.",52638,53050,['Back matter'],['0'],Back matter,['0']
320,PMC4213545,S321,"AL is an employee of Almirall, S.A. CC was an employee of Forest Laboratories, LLC at the time the study was conducted.",53051,53170,['Back matter'],['0'],Back matter,['0']
321,PMC4213545,S322,"This study was funded by Forest Laboratories LLC, a subsidiary of Actavis plc, and by Almirall, S.A. The sponsors did not place any restriction on authors about the statements made in the final paper.",53179,53379,['Back matter'],['25'],Back matter,['0']
322,PMC4213545,S323,Authors’ contributions,53413,53435,['Back matter'],['0'],Back matter,['0']
323,PMC4213545,S324,AD and EK participated in the study and contributed to the analysis and interpretation of data.,53453,53548,['Back matter'],['0'],Back matter,['0']
324,PMC4213545,S325,"SR, VM, AL, and CC contributed to the design of the study, analyses, and interpretation of data.",53549,53645,['Back matter'],['0'],Back matter,['0']
325,PMC4213545,S326,All authors were involved in the creation and critical review of the manuscript and provided approval of the final manuscript.,53646,53772,['Back matter'],['0'],Back matter,['0']
326,PMC4213545,S327,Acknowledgements,53792,53808,['Back matter'],['0'],Back matter,['0']
327,PMC4213545,S328,The authors would like to thank the AUGMENT COPD study investigators.,53815,53884,['Back matter'],['0'],Back matter,['0']
328,PMC4213545,S329,"Editorial assistance and technical writing was provided by Debika Chatterjea, PhD and Kristen A. Andersen, PhD of Prescott Medical Communications Group (Chicago, IL, USA), funded by Forest Laboratories, LLC, a subsidiary of Actavis plc (New York, NY, USA).",53885,54141,['Back matter'],['0'],Back matter,['0']
0,PMC3686261,S1,Title,0,5,['Title'],['0'],Title,['0']
1,PMC3686261,S2,Association of joint space narrowing with impairment of physical function and work ability in patients with early rheumatoid arthritis: protection beyond disease control by adalimumab plus methotrexate,6,207,['Title'],['0'],Title,['0']
2,PMC3686261,S3,Abstract,208,216,[],['0'],Title,['0']
3,PMC3686261,S4,Objectives,237,247,['Objectives'],['0'],Abstract,['0']
4,PMC3686261,S5,Tumour necrosis factor inhibition plus methotrexate is believed to inhibit radiographic progression independent of inflammation.,258,386,['Objectives'],['1b'],Abstract,['0']
5,PMC3686261,S6,"This analysis assessed whether these protective effects are exerted on bone (joint erosion; JE) and/or cartilage (joint space narrowing; JSN), and what the independent effects of JE/JSN progression are on longer-term patient-reported outcomes.",387,630,['Objectives'],['0'],Abstract,['0']
6,PMC3686261,S7,Methods,659,666,['Methods'],['0'],Abstract,['0']
7,PMC3686261,S8,"PREMIER was a 2-year, randomised, controlled trial of adalimumab plus methotrexate (ADA+MTX) versus the monotherapies.",677,795,['Methods'],['0'],Abstract,['0']
8,PMC3686261,S9,The impact of treatment on the relationships between time-averaged disease activity (TA-DAS28(CRP)) and changes in JE/JSN and associations of JE/JSN with the disability index of the health assessment questionnaire (HAQ-DI) at baseline and weeks 52 and 104 were assessed through non-parametric approaches of analysis of variance and quantile regression.,796,1148,['Methods'],['0'],Abstract,['0']
9,PMC3686261,S10,JE/JSN association with employment status was evaluated at baseline and weeks 52 and 104 through logistic regression.,1149,1266,['Methods'],['0'],Abstract,['0']
10,PMC3686261,S11,Results,1295,1302,['Results'],['0'],Abstract,['0']
11,PMC3686261,S12,"Increasing tertiles of TA-DAS28(CRP) were associated with JE and JSN progression in the monotherapy groups, a phenomenon largely absent in ADA+MTX-treated patients.",1313,1477,['Results'],['0'],Abstract,['0']
12,PMC3686261,S13,"Although JSN was not associated with HAQ-DI at baseline, it was at 52 and 104 weeks.",1478,1562,['Results'],['0'],Abstract,['0']
13,PMC3686261,S14,"In contrast, JE was not associated with HAQ-DI at any time point examined.",1563,1637,['Results'],['0'],Abstract,['0']
14,PMC3686261,S15,"Odds of being employed at baseline, 52 weeks and 104 weeks were significantly associated with lower JSN, but not JE, scores.",1638,1762,['Results'],['0'],Abstract,['0']
15,PMC3686261,S16,Conclusions,1791,1802,['Conclusions'],['0'],Abstract,['0']
16,PMC3686261,S17,ADA+MTX inhibited both JE and JSN progression independently of disease activity.,1813,1893,['Conclusions'],['0'],Abstract,['0']
17,PMC3686261,S18,JSN played a more prominent role in patient-reported outcomes than JE.,1894,1964,['Conclusions'],['0'],Abstract,['0']
18,PMC3686261,S19,Preventing the onset or worsening of JSN probably represents a critical aspect of effective disease management of early rheumatoid arthritis patients.,1965,2115,['Conclusions'],['0'],Abstract,['0']
19,PMC3686261,S20,Introduction,2145,2157,['Introduction'],['0'],Introduction,['0']
20,PMC3686261,S21,"In patients with rheumatoid arthritis (RA), both inflammation and joint damage can result in loss of physical function.1 2",2164,2286,['Introduction'],['0'],Introduction,['0']
21,PMC3686261,S22,"Although the portion of physical disability that is associated with inflammation is generally reversible, the component associated with joint damage is thought to be largely permanent.3",2287,2472,['Introduction'],['0'],Introduction,['0']
22,PMC3686261,S23,"Given the tight correlation between physical disability and loss of social and economic opportunities in patients with RA,4 treatment options capable of profoundly interfering with joint damage and inflammation would appear to be of greater individual and societal value.",2473,2744,['Introduction'],['0'],Introduction,['0']
23,PMC3686261,S24,The combination of a tumour necrosis factor (TNF) inhibitor and methotrexate reduces the risk of joint damage onset or progression and improves physical function more effectively than methotrexate alone.5–10,2751,2958,['Introduction'],['2a'],Introduction,['0']
24,PMC3686261,S25,These benefits are thought to result partly from a more rapid and intense inhibition of inflammation with combination therapy than with methotrexate alone.,2959,3114,['Introduction'],['0'],Introduction,['0']
25,PMC3686261,S26,"However, patients treated with combination therapy tend to have minimal or no progression of joint damage regardless of inflammatory activity; whereas the level of joint damage tends to reflect the extent of inflammation in methotrexate-treated patients,11–15 suggesting that combination therapy may inhibit joint damage through mechanisms that are independent of inflammatory activity.",3115,3501,['Introduction'],['2a'],Introduction,['0']
26,PMC3686261,S27,"Alternatively, the TNF cytokine may cause joint damage only after it exceeds some threshold that is greater than that required to cause inflammation.16",3502,3653,['Introduction'],['0'],Introduction,['0']
27,PMC3686261,S28,"Joint damage results from the destruction of bone and cartilage, which can be visualised through radiography as joint erosion (JE) and joint space narrowing (JSN), respectively.",3660,3837,['Introduction'],['0'],Introduction,['0']
28,PMC3686261,S29,"While JSN is a surrogate marker for loss of cartilage, it may also reflect damage to other (soft) tissues causing joint dislocation, a phenomenon that is less prevalent among patients with early RA.",3838,4036,['Introduction'],['0'],Introduction,['0']
29,PMC3686261,S30,"Although JE historically has been perceived to be the most critical indicator of permanent disability in RA patients, recent data suggest that, early in the disease process, JSN may be the more important predictor of irreversible physical disability, as measured by the residual score on the disability index of the health assessment questionnaire (HAQ-DI) in patients whose disease is in remission.17 18",4037,4441,['Introduction'],['0'],Introduction,['0']
30,PMC3686261,S31,"In the present analysis, we evaluated the joint-protective effects of three different therapies, the combination of adalimumab plus methotrexate (ADA+MTX), adalimumab monotherapy and methotrexate monotherapy, on JE and JSN as a function of inflammatory activity, using data from a randomised, controlled trial of methotrexate-naive patients with early RA.9",4448,4804,['Introduction'],['2b'],Introduction,['0']
31,PMC3686261,S32,The relationships between JE or JSN and physical function and employment status were also evaluated.,4805,4905,['Introduction'],['2b'],Introduction,['0']
32,PMC3686261,S33,Methods,4922,4929,[],['0'],Introduction,['0']
33,PMC3686261,S34,Study design,4945,4957,['Study design'],['0'],Methods,['0']
34,PMC3686261,S35,Data from patients enrolled in the PREMIER trial9 were used for all analyses.,4966,5043,['Study design'],['0'],Methods,['0']
35,PMC3686261,S36,"PREMIER was a 2-year, active-controlled, double-blind study of methotrexate-naive patients with early, progressive RA, in which patients were randomly assigned to the following treatment groups: combination treatment with subcutaneous adalimumab (40 mg every other week) and oral methotrexate (titrated to 20 mg/week by week 8, as tolerated), adalimumab monotherapy, or methotrexate monotherapy.",5044,5439,['Study design'],"['3a', '5']",Methods,"['3a', '5']"
36,PMC3686261,S37,Employment outcomes were assessed in a large subset of patients who participated in the DE032 companion study.19,5440,5552,['Study design'],['0'],Methods,['0']
37,PMC3686261,S38,"All patients provided written, informed consent, and the study protocols and informed consent forms were approved by the local institutional review boards or independent ethics committees at participating sites.",5553,5764,['Study design'],['0'],Methods,['0']
38,PMC3686261,S39,The studies were conducted in accordance with the principles of the Declaration of Helsinki and good clinical practice.,5765,5884,['Study design'],['0'],Methods,['0']
39,PMC3686261,S40,Patient characteristics,5907,5930,['Patient characteristics'],['0'],Methods,['0']
40,PMC3686261,S41,"Adults aged 18 years and older with an RA diagnosis, as defined by the 1987-revised American College of Rheumatology criteria,20 were eligible for enrolment.",5939,6096,['Patient characteristics'],['4a'],Methods,['4a']
41,PMC3686261,S42,"Patients must have satisfied the following inclusion criteria: disease duration less than 3 years, eight or more swollen joints (out of 66 assessed), 10 or more tender joints (out of 68 assessed), either an erythrocyte sedimentation rate greater than 28 mm/h or C-reactive protein (CRP) concentration of 1.5 mg/dl or greater and either rheumatoid factor positivity or at least one JE.",6097,6481,['Patient characteristics'],['4a'],Methods,['4a']
42,PMC3686261,S43,"Patients were excluded if they had received previous treatment with methotrexate, cyclophosphamide, ciclosporin, azathioprine, more than two other disease-modifying antirheumatic drugs, or prednisone equivalent greater than 10 mg/day within 30 days of screening.",6482,6744,['Patient characteristics'],['4a'],Methods,['4a']
43,PMC3686261,S44,"Clinical, radiographic, functional and employment assessments",6767,6828,"['Clinical, radiographic, functional and employment assessments']",['0'],Methods,['0']
44,PMC3686261,S45,"The 28-joint disease activity score with CRP (DAS28(CRP), range 0–10; hereafter referred to as DAS28) was used to monitor disease activity.21",6837,6978,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
45,PMC3686261,S46,DAS28 was calculated at baseline and regular intervals to week 104.,6979,7046,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
46,PMC3686261,S47,A time-averaged DAS28 (TA-DAS28) was calculated in order to control for intergroup differences in speed of responses and longitudinal fluctuations in inflammation.,7047,7210,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
47,PMC3686261,S48,"To obtain TA-DAS28, areas under the curve were determined for all time intervals of available DAS28 values from baseline to 52 or 104 weeks for individual patients.",7211,7375,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
48,PMC3686261,S49,Values were summed and divided by the total time interval.,7376,7434,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
49,PMC3686261,S50,The distribution of TA-DAS28 values for all patients was then divided into tertiles at each assessment point.,7435,7544,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
50,PMC3686261,S51,Radiographs of the hands and feet were taken at baseline and weeks 52 and 104.,7545,7623,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
51,PMC3686261,S52,"Two readers, blinded to patient and sequence, scored radiographs individually for bone erosion (JE, range 0–230) and JSN (range 0–168) using a modified form of the Sharp scoring method (modified total Sharp score; mTSS).6 22–24",7624,7851,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
52,PMC3686261,S53,"Physical function was evaluated using the HAQ-DI at baseline, week 52 and week 104.25",7852,7937,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
53,PMC3686261,S54,Employment status (either employed or unemployed) was collected at baseline and at weeks 52 and 104.,7938,8038,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
54,PMC3686261,S55,"At each time point, a patient was asked if there was a change in employment status from the previous visit.",8039,8146,"['Clinical, radiographic, functional and employment assessments']",['6a'],Methods,['6a']
55,PMC3686261,S56,Statistical analysis,8169,8189,['Statistical analysis'],['0'],Methods,['0']
56,PMC3686261,S57,"Descriptive analyses of changes in disease activity included observed data from patients who completed 52 or 104 weeks of treatment, had one or more post-baseline DAS28 and underwent radiography at baseline and weeks 52 or 104.",8198,8425,['Statistical analysis'],['0'],Methods,['0']
57,PMC3686261,S58,"Analyses of the relationships between HAQ-DI and JE or JSN included observed data from patients with available HAQ-DI, radiographic data and DAS28 at baseline, week 52, or week 104.",8426,8607,['Statistical analysis'],['0'],Methods,['0']
58,PMC3686261,S59,"Analysis of the relationships between employment status and JE or JSN included observed data from patients with available employment status, radiographic data and HAQ-DI at baseline, week 52, or week 104.",8608,8812,['Statistical analysis'],['0'],Methods,['0']
59,PMC3686261,S60,Overall mean changes from baseline in DAS28 were calculated at weeks 52 and 104 for the analysis population by treatment group.,8821,8948,['Statistical analysis'],['0'],Methods,['0']
60,PMC3686261,S61,"At weeks 52 and 104, the associations between TA-DAS28 tertiles and changes from baseline in JE and JSN were compared for patients who received ADA+MTX combination therapy, adalimumab monotherapy, or methotrexate monotherapy between and within treatment groups using an analysis of variance on the van der Waerden normal scores.26",8949,9279,['Statistical analysis'],['12a'],Methods,['12a']
61,PMC3686261,S62,"The relationships between HAQ-DI and JE or JSN at baseline, week 52 and week 104 were evaluated using quantile (non-parametric) regression models.",9288,9434,['Statistical analysis'],['12a'],Methods,['12a']
62,PMC3686261,S63,"Each model evaluated the relationships between HAQ-DI and either concurrent JE or JSN as independent variables after covariate adjustment for concurrent DAS28 and baseline disease duration, age and sex.",9435,9637,['Statistical analysis'],['12b'],Methods,['12b']
63,PMC3686261,S64,"The relationships between employment status and JE or JSN at baseline, week 52 and week 104 were evaluated using logistic regression models with covariate adjustment for concurrent HAQ-DI and baseline disease duration, age and sex.",9646,9877,['Statistical analysis'],['12a'],Methods,['12a']
64,PMC3686261,S65,The relationship between baseline JE or JSN and baseline employment status was further evaluated by calculating tertiles of JE or JSN and determining the percentages of patients in each tertile who were employed at baseline; differences across JE or JSN tertiles were evaluated through χ2.,9878,10167,['Statistical analysis'],['12a'],Methods,['12a']
65,PMC3686261,S66,Results,10191,10198,[],['0'],Methods,['0']
66,PMC3686261,S67,Relationship between disease activity and changes in joint damage,10214,10279,['Relationship between disease activity and changes in joint damage'],['0'],Results,['0']
67,PMC3686261,S68,"Of the 799 patients originally randomly assigned in PREMIER, 638 (including 229 of 268, 205 of 274 and 204 of 257 patients randomly assigned to receive ADA+MTX, adalimumab and methotrexate, respectively) had one or more post-baseline DAS28 and underwent radiography at baseline and week 52 and/or week 104.",10288,10594,['Relationship between disease activity and changes in joint damage'],['16'],Results,['0']
68,PMC3686261,S69,No significant differences between treatment groups were detected in the baseline demographics and disease characteristics for the patients included in this analysis (table 1).,10595,10771,['Relationship between disease activity and changes in joint damage'],['15'],Results,['0']
69,PMC3686261,S70,"As would be expected for a patient population with short disease duration, baseline radiographic scores were generally low.",10772,10895,['Relationship between disease activity and changes in joint damage'],['15'],Results,['0']
70,PMC3686261,S71,Table 1 Baseline demographics and disease characteristics of patients included in analyses of PREMIER*,10905,11007,['Relationship between disease activity and changes in joint damage'],['15'],Results,['0']
71,PMC3686261,S72,"Following 52 and 104 weeks of treatment, patients receiving ADA+MTX combination therapy had greater mean reductions from baseline in DAS28 (−3.6 and −3.8, respectively) than patients receiving adalimumab monotherapy (−2.8 and −3.1, respectively) or methotrexate monotherapy (−2.8 and −3.1, respectively).",11017,11321,['Relationship between disease activity and changes in joint damage'],['17a'],Results,['0']
72,PMC3686261,S73,This pattern of treatment responses was evident at week 2 and maintained throughout the 104-week study (data not shown).,11322,11442,['Relationship between disease activity and changes in joint damage'],['17a'],Results,['0']
73,PMC3686261,S74,"The between-group differences in DAS28 response resulted in different distributions of patients across the TA-DAS28 tertiles between the combination and monotherapy treatment groups: approximately half of the patients receiving combination therapy were in the lowest TA-DAS28 tertile, while patients receiving either adalimumab or methotrexate monotherapy were clustered in the higher TA-DAS28 tertiles (see n and percentage in each treatment group over time presented in figures 1 and 2).",11451,11940,['Relationship between disease activity and changes in joint damage'],['17a'],Results,['0']
